Compound_SMILES,Compound_InchiKeys,Compound_Name,UniProt_Id,Entrez_Gene_Symbol,DiscoveRx_Gene_Symbol,rmse_mean_ensemble_54,rmse_mean_ensemble_53,rmse_mean_ensemble_52,rmse_mean_ensemble_51,rmse_mean_ensemble_50,rmse_mean_ensemble_49,rmse_mean_ensemble_48,rmse_mean_ensemble_47,rmse_mean_ensemble_46,rmse_mean_ensemble_45,rmse_mean_ensemble_44,rmse_mean_ensemble_43,rmse_mean_ensemble_42,rmse_mean_ensemble_41,rmse_mean_ensemble_40,rmse_mean_ensemble_39,rmse_mean_ensemble_38,rmse_mean_ensemble_37,rmse_mean_ensemble_36,rmse_mean_ensemble_35,rmse_mean_ensemble_34,rmse_mean_ensemble_33,rmse_mean_ensemble_32,rmse_mean_ensemble_31,rmse_mean_ensemble_30,rmse_mean_ensemble_29,rmse_mean_ensemble_28,rmse_mean_ensemble_27,rmse_mean_ensemble_26,rmse_mean_ensemble_25,rmse_mean_ensemble_24,rmse_mean_ensemble_23,rmse_mean_ensemble_22,rmse_mean_ensemble_21,rmse_mean_ensemble_20,rmse_mean_ensemble_19,rmse_mean_ensemble_18,rmse_mean_ensemble_17,rmse_mean_ensemble_16,rmse_mean_ensemble_15,rmse_mean_ensemble_14,rmse_mean_ensemble_13,rmse_mean_ensemble_12,rmse_mean_ensemble_11,rmse_mean_ensemble_10,rmse_mean_ensemble_9,rmse_mean_ensemble_8,rmse_mean_ensemble_7,rmse_mean_ensemble_6,rmse_mean_ensemble_5,rmse_mean_ensemble_4,rmse_mean_ensemble_3,rmse_mean_ensemble_2,rmse_mean_ensemble_1
CC1=CC(=NN1C1=CC=CC=C1)C(=O)NC1=CC=C(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)C=C1,MZTUKIVBKFNLSN-UHFFFAOYSA-N,TPKI-35,P21860,ERBB3,ERBB3,25.137709768298816,6.255992203287471,6.4140296980493146,6.360160907814987,6.447364125971287,6.3952695162972315,6.38851889547009,6.339447403884348,6.366353238751398,6.394483237924039,6.430720351081403,6.424745012446203,6.4152790117466685,6.448407865706469,6.430449277349131,6.432950479332441,6.443248241946453,6.419560897134195,6.4275968470545894,6.447554669895065,6.4711845340138625,6.435891338074889,6.383239268260721,6.376527800608731,6.366713173962355,6.378066194443815,6.378497225872055,6.372402123126575,6.3746242932468284,6.419958424976701,6.419627616071624,6.443546401797988,6.421966874606987,6.409456368635891,6.462148590442031,6.466292374465296,6.469424895268924,6.43213517740239,6.4018097723756595,6.3933687772007035,6.4339406070721825,6.488429792231581,6.490745231167546,6.446311797637323,6.524282977401055,6.50304088986124,6.518876751093895,6.42339497768115,6.396311390628008,6.37934861875361,6.1570678159942975,5.9952862546666665,6.003833369500001,5.707666739
CC1=CC(=NN1C1=CC=CC=C1)C(=O)NC1=CC=C(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)C=C1,MZTUKIVBKFNLSN-UHFFFAOYSA-N,TPKI-35,P35590,TIE1,TIE1,25.445284945856724,6.525138203361944,6.677425485285534,6.645965063428387,6.695405860750972,6.699393735460175,6.667459205636429,6.620839146181885,6.6447879406641,6.678138984656289,6.717369499625749,6.717150012902848,6.7494657249683865,6.774171998506147,6.780759523468801,6.81891159842954,6.788237640493475,6.7471813334797845,6.757253998298668,6.753766339621431,6.79242634118924,6.7463149727404295,6.696090255738657,6.713087886442534,6.712092929323952,6.725350891369606,6.699880567679899,6.698176862779155,6.694574126732199,6.755400771801487,6.749852456198984,6.785139747439881,6.7746846223235115,6.75645293767225,6.799319817068806,6.8299892902829535,6.8615104452986735,6.8498106179044775,6.817062391314618,6.79354665740226,6.769316823002421,6.785942478617992,6.826178084169491,6.806728591821263,6.859781451003389,6.849324862729365,6.869711283070535,6.853991759911827,6.843160219897132,6.851270813876559,6.72419996382514,6.7502838553333335,6.875121983,6.827243966
CC1=CC(=NN1C1=CC=CC=C1)C(=O)NC1=CC=C(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)C=C1,MZTUKIVBKFNLSN-UHFFFAOYSA-N,TPKI-35,P35916,FLT4,FLT4,25.57897625389343,6.734140203138402,6.878817307950676,6.827039568890886,6.923580360268703,6.932224857417044,6.912229915300732,6.8691069986050035,6.904752209444243,6.935517544935858,6.960863352548037,6.947555472129663,6.9818895187875665,7.010235823652229,7.032175756743535,7.053931827429267,7.038473007098458,7.0364013126957135,7.0577099491594835,7.066850093716069,7.123176564480129,7.0954055664340725,7.057428684460185,7.080327430465721,7.089653211481246,7.118987958084047,7.08888398228176,7.079122633477381,7.094383588611126,7.174253452155571,7.136992595525479,7.195259152528331,7.1925085867341645,7.195954828959601,7.243623251624047,7.293933928446365,7.347284113360052,7.349549418204761,7.341329194552944,7.365670974189808,7.355257927417651,7.428484614142086,7.478758239237259,7.462242842804283,7.405126888984711,7.381108278944706,7.414270938812794,7.441214472845965,7.478761484986959,7.54133984198435,7.565501465634503,7.7219435506666665,7.702316326,7.806632652
CC1=CC(=NN1C1=CC=CC=C1)C(=O)NC1=CC=C(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)C=C1,MZTUKIVBKFNLSN-UHFFFAOYSA-N,TPKI-35,P36888,FLT3,FLT3,25.66607122927063,6.9005102161619645,7.1124775505000795,7.112120149529493,7.207231606049806,7.2624812306630675,7.244603543031048,7.195829618414687,7.2305270927280505,7.260446873047585,7.290153120116848,7.279035710923427,7.303676559165301,7.344201280881421,7.356751150403457,7.375311136311238,7.376243784635217,7.385358932868601,7.401793403226063,7.401782106806134,7.454231517593221,7.433777912065743,7.385920445771133,7.408949186110871,7.4227659923145675,7.442697999635759,7.413468307505877,7.412273281857947,7.420194423467867,7.376969320406582,7.363559101929344,7.380748776676098,7.436960630161375,7.45354566016906,7.514381092663807,7.58004479759348,7.606318980793119,7.585247556016243,7.555080220491938,7.5428245685247335,7.505135346919357,7.544722796682384,7.5126671056559164,7.4814346607155455,7.5145283625871,7.503146091341566,7.489189227759263,7.478923584162615,7.507773464856385,7.517265627827662,7.576638203409132,7.624899600333333,7.646363387999999,8.274726776
CC1=CC(=NN1C1=CC=CC=C1)C(=O)NC1=CC=C(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)C=C1,MZTUKIVBKFNLSN-UHFFFAOYSA-N,TPKI-35,P42684,ABL2,ABL2,25.264966459732165,6.487341839679752,6.627499339956021,6.587827974072806,6.679584533554262,6.687331156688022,6.657083109869023,6.61010936752581,6.639373418993763,6.684173076988383,6.700438425260846,6.699767780382772,6.725303095653352,6.7685415812694005,6.7858960458011355,6.820716131590908,6.821097882422248,6.79462113870393,6.807471837001262,6.804747450757589,6.844143171938605,6.798053358967048,6.750499700787584,6.752274103352249,6.77116418346399,6.785225627031714,6.789935543388019,6.8079194746246126,6.8096179659563285,6.8390097125945815,6.810818754057876,6.852906786374028,6.8282043039364835,6.771416413647745,6.837192611036772,6.868717130933445,6.88425733265197,6.876057968102085,6.874453052225353,6.858077035707043,6.838046365900404,6.8742656748158195,6.920603921967137,6.854508805782332,6.955128019660565,6.935336360339106,6.933785405381494,6.926799699024598,6.924986598862032,6.921441688634438,6.653427065917035,6.580008987,6.421620643,6.561241286
CC1=CC(=NN1C1=CC=CC=C1)C(=O)NC1=CC=C(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)C=C1,MZTUKIVBKFNLSN-UHFFFAOYSA-N,TPKI-35,Q08345,DDR1,DDR1,25.707617236934578,6.8998885536540975,7.028160331509164,7.0311940831073825,7.131817964769531,7.1630795558872755,7.139843327030761,7.11026939781865,7.149923245597316,7.205624538235136,7.23394593349048,7.230786433598201,7.23081632807539,7.275763729162005,7.291368372391055,7.318834679375442,7.299565934095848,7.3166476485308705,7.326190435990061,7.29204029775112,7.340447963095096,7.31057495591616,7.258419474593312,7.235652652485664,7.2499570075685185,7.298168406450192,7.3026519439525455,7.294436386321158,7.291789608871972,7.2945114732268515,7.31300164073735,7.338676117849641,7.312181577751898,7.319989033835321,7.418366701714982,7.494277085542087,7.49966864584998,7.473874957899979,7.460681556876635,7.451735687335077,7.441781078144725,7.46972627646355,7.499025740668846,7.469766962547832,7.472856992102615,7.441491850966138,7.468681494836905,7.4303860075308785,7.480692792119358,7.54157935054323,7.363944136821782,7.4492681203333335,7.344904805500001,7.923809611
CC1=CC(=NN1C1=CC=CC=C1)C(=O)NC1=CC=C(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)C=C1,MZTUKIVBKFNLSN-UHFFFAOYSA-N,TPKI-35,Q12866,MERTK,MERTK,25.286509206305304,6.435865147202952,6.571459287975198,6.560147934798242,6.6513508934942065,6.672807034177762,6.643237712473132,6.595580748908731,6.616300830406746,6.651376570829214,6.678005950257151,6.6672841221378665,6.679914314780546,6.714623902659018,6.729706525225494,6.75245156433384,6.729025223921573,6.714364294838372,6.730760553028326,6.730848631054478,6.773391392524952,6.724470419571163,6.674003458078115,6.6839654123197665,6.682924706063759,6.695939525583199,6.667993682975767,6.652026460123017,6.65765263166621,6.6785211129328585,6.683175470348592,6.7193306194489555,6.7554602612420895,6.741208964158379,6.785581241577895,6.870734888976732,6.909287027253217,6.872222090915171,6.835409731202116,6.82449824661559,6.815367467159562,6.896774787710297,6.927419483852821,6.880790209657624,6.985149230623386,6.952338710976891,6.956402049849003,6.936514054721216,6.934305730508085,6.934207276609702,6.883459864776922,6.849901895,7.098428255,7.36585651
CC1=CC(=NN1C1=CC=CC=C1)C(=O)NC1=CC=C(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)C=C1,MZTUKIVBKFNLSN-UHFFFAOYSA-N,TPKI-35,Q13163,MAP2K5,MEK5,25.4829887957605,6.65531558364787,6.792750450778626,6.680024165499776,6.773624648809771,6.787372090622216,6.764297095676845,6.721467842393373,6.749082173749751,6.796320186107801,6.821430511814796,6.832074108154887,6.837319440971041,6.887451498855174,6.870721246326553,6.896087342386208,6.904286877712161,6.895603558190868,6.9010575736961695,6.874002183376238,6.90668030262715,6.856281039070397,6.783258659640359,6.785394974164458,6.79499628996994,6.816267693072351,6.82458542631013,6.841771960617913,6.82552238218014,6.876842757467346,6.883167097477553,6.9226030314118,6.985186078294154,6.983851486784352,7.046937582884449,7.082265009562578,7.097937698982721,7.079305513511117,7.061289199471592,7.04613314610303,7.053760402324675,7.052646252503497,7.047848983962122,7.02831770977686,7.082959480754546,7.065588337697408,7.054299917409584,6.955754683934368,6.951110797923429,6.927381587508114,6.699670469144193,6.595330466,6.5698768864999995,6.483753773
CC1=CC(=NN1C1=CC=CC=C1)C(=O)NC1=CC=C(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)C=C1,MZTUKIVBKFNLSN-UHFFFAOYSA-N,TPKI-35,Q16832,DDR2,DDR2,25.482298383309548,6.603409512761803,6.772989104869675,6.773351412808296,6.8688184410644615,6.892671878637206,6.860057097337981,6.827583737706874,6.867023051570067,6.913707951490602,6.947860214979025,6.951983778121064,6.950379835882479,6.992361908494301,7.0088755062066586,7.0317887755965724,7.021592288112272,7.037285620223415,7.057983368007398,7.001488300086488,7.053173481753353,7.016001096351939,6.965979215920536,6.982757381132155,7.014031127169893,7.051053279141269,7.064317824283198,7.062187039997391,7.0667507338434445,7.027934483197182,7.007760713764428,7.042262400660999,7.030127255236499,7.023905934057284,7.104989737388393,7.123494145566729,7.145912298098215,7.129713001986345,7.111941242828449,7.103744025683679,7.088787040161084,7.119923658635014,7.145373970771265,7.128334877205017,7.174225210125518,7.145482446953669,7.168033002822877,7.148334546509313,7.179442637594198,7.222654765113038,7.140006886413055,7.1928857163333335,7.233873787,7.903747574
CC1=CC(=NN1C1=CC=CC=C1)C(=O)NC1=CC=C(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)C=C1,MZTUKIVBKFNLSN-UHFFFAOYSA-N,TPKI-35,Q92772,CDKL2,CDKL2,25.063289327362604,6.307201329892089,6.431197244500966,6.44017277086373,6.528976226281005,6.535690026817352,6.505986443605213,6.455150304107452,6.483313999848918,6.514042970454546,6.538821631783058,6.508398158329462,6.506748705630807,6.536498564995454,6.5721067791203405,6.603703542687529,6.585147899074043,6.577222815265233,6.596278254578156,6.560541123379615,6.596476832967971,6.5576688839670005,6.506646506368482,6.525115220653743,6.516653784675534,6.51057814621607,6.480898847482995,6.491963989982365,6.494546893443225,6.517299729180953,6.538200426321145,6.569676831073411,6.609096759758566,6.617453748318498,6.651688768774234,6.6589570812886665,6.669232252471371,6.6488740553226275,6.646348126332876,6.633967268088401,6.61357545388043,6.6177011503327705,6.651676907693835,6.601295662938729,6.6135352292326015,6.590891452758709,6.579041946853547,6.550761867824026,6.541806512461363,6.521149664953636,6.295815330658015,6.207289512,6.4470849805,6.637169961
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,O14976,GAK,GAK,28.932499609603127,6.2355471035911085,6.365641832560578,6.330333437120589,6.41109150938496,6.380705621821388,6.370555323901,6.375740318026553,6.389242998853217,6.416111062939068,6.434726960596774,6.477100446689244,6.496593830156435,6.527197742601046,6.4868249611660715,6.4954777294011,6.46589013543797,6.475607030990348,6.491007681851191,6.486784072771688,6.502215451525873,6.49352286975393,6.500967612457318,6.5055763394263915,6.506248417407272,6.495776041455798,6.462193383316349,6.470928656772511,6.463433655109915,6.476060949314312,6.4732354696452585,6.492708332457075,6.4940549066596684,6.526694664119653,6.530990236282905,6.543278856666216,6.576774959814339,6.566936492626947,6.584876358612141,6.545944529186284,6.5559362996995905,6.530224141984174,6.5102534623161885,6.492357867981297,6.486606988079426,6.465957279484619,6.4879540644201965,6.452159362032282,6.408775039037663,6.390285216845196,6.40263067587097,6.369543397,6.599614833,6.724229666
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,O43683,BUB1,BUB1,28.577929809709644,6.026686457831336,6.193991125353646,6.029747637615482,6.110342590367791,6.108512847314073,6.068783887258117,6.068826927412545,6.085324917138904,6.11781251669244,6.13967766518545,6.190350483825269,6.188867931588215,6.2261257650893604,6.201072034216595,6.213383445350353,6.208588641280626,6.219898318071994,6.23371716024066,6.225276398811188,6.258248690453541,6.258645249255163,6.277305187528507,6.291275103112883,6.289303506549979,6.277276656431013,6.260585896339429,6.275013581389038,6.287134065288616,6.3073204279001605,6.3024457786358346,6.319394194915227,6.318839353775011,6.373941227764297,6.39246513877467,6.396067271447021,6.434387119860744,6.45063717532314,6.466902644837488,6.446902687826653,6.4925088876714145,6.5105405444153694,6.49338540136665,6.497678028763619,6.44009583163998,6.427616355106369,6.455425224494665,6.434694696657507,6.418391546100425,6.42830395532051,6.3815861339984,6.392667132180403,6.525313264999999,6.49062653
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,P45983,MAPK8,JNK1,28.70459628932395,6.249370192808549,6.398294222881849,6.269234639016787,6.3075865320167415,6.311822991853818,6.299140198434106,6.297492500528448,6.321298004887763,6.339684435976811,6.37277641343083,6.407485284932019,6.411923377611622,6.415701857817552,6.369157379262991,6.374452901808196,6.368055004487359,6.35867264514918,6.386998940847768,6.379433859425736,6.410338846384554,6.394570226578025,6.38387141007379,6.379224165826154,6.377528304687026,6.373493563469337,6.39377017421192,6.412457254738288,6.434036510689761,6.435065051117351,6.47689378810845,6.5107414104652825,6.514082701850068,6.557854259081024,6.581947796227324,6.596240678134025,6.648996882474805,6.6645170309144985,6.664307663104742,6.675743813978391,6.656538839476848,6.690761596359683,6.7207826046396555,6.714694205061443,6.685388625567587,6.69364011153156,6.692993125473005,6.744088919261053,6.730390789137895,6.723959576965474,6.754744378648242,6.781121093333334,6.8780211775,6.705042355
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,P45984,MAPK9,JNK2,28.97015512356197,6.222540354892575,6.400203397772605,6.250602542826971,6.33561459368351,6.362872034370929,6.348116405982823,6.350702414620755,6.376319532329902,6.394825465726202,6.428462848651797,6.456325130880627,6.454760485799346,6.4500748915208135,6.420200203808834,6.43242915775265,6.431731240851404,6.40330442573928,6.426383645898704,6.429397846868996,6.464859546878693,6.455166946784108,6.444079979952967,6.452243896911781,6.44160372680884,6.4421027518712135,6.452381022291087,6.476563763857424,6.497966574005787,6.491710788966018,6.516966522712247,6.552438668147542,6.545569912154249,6.591902765113975,6.612188677516537,6.629086824227933,6.683553592240596,6.703535793195925,6.709074501933867,6.719889935396125,6.720144893995848,6.75283781276476,6.78803183907849,6.788395606267444,6.820919250194188,6.821598385835106,6.832085809064494,6.895670268121303,6.929983979474853,6.973232075369824,7.001136862866395,7.093227413,7.186778957,6.955557914
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,P45985,MAP2K4,MEK4,28.79833071531435,5.970094858739903,6.114368421785788,5.94252188103649,6.02137231865722,6.027930937405326,5.9962112470596045,5.980595118273638,5.996990816496979,6.023009883603225,6.042674379503299,6.084399161493988,6.104250913242268,6.135112475979386,6.09552747537887,6.103242120901406,6.0937373346093375,6.092687586896076,6.112424992087634,6.125976844409348,6.1544641002800375,6.151344474530948,6.13638391772104,6.107078841211387,6.092963025918434,6.069100685088035,6.0495266668809915,6.059457895283991,6.066687391256452,6.09736430290671,6.104995698344211,6.124391561204885,6.1546148139869254,6.19463599560535,6.204139971986777,6.199681613775555,6.228276092318641,6.228175478631503,6.2403824572532045,6.232349754403418,6.196407770503662,6.164675779773175,6.1451322204209395,6.117177422277388,6.120065164505127,6.106653805571679,6.088551706268139,6.082367891155811,6.03846198968178,5.986426997618136,5.909152686411215,5.800608054666666,5.978719444499999,6.157438889
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,P48730,CSNK1D,CSNK1D,28.737188435802516,6.234871423473507,6.4066155535486,6.311051936951514,6.377185679582495,6.393046611818873,6.3667415471484325,6.361547884321803,6.382452310067929,6.40445332401499,6.436578603015331,6.4658310629490625,6.483025123280617,6.465907816045736,6.44347216144688,6.459252850201929,6.439208862049347,6.447417544807438,6.476309837718755,6.497139012970193,6.539295542050758,6.534532569082599,6.525827992684736,6.536583827364413,6.547902254943227,6.537069756837821,6.557946418456802,6.558190359881128,6.573290089107325,6.557993144671618,6.5737321727348075,6.620920579965069,6.6158659245089355,6.6715447780569805,6.664117427701853,6.683687893475635,6.715024982002059,6.751060894766886,6.832966475062829,6.831949740067017,6.85451442578609,6.915684370077328,6.966816390833772,6.979923817273206,6.990367865700526,6.970341601344733,6.956649801512824,7.054718829287644,7.090668750835585,7.116912971002702,7.118807495398102,7.185327384333333,7.2876889515,7.107377903
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,P49674,CSNK1E,CSNK1E,28.786063648507916,6.135862801443349,6.314883202317954,6.1939359709908555,6.277814690410672,6.2467496840925225,6.211229941052784,6.211539288734758,6.232965614576818,6.268734175743195,6.294183011873723,6.322020338665742,6.335792242047435,6.375987483770404,6.372568858364663,6.3834402393483725,6.373896021962803,6.363981684718555,6.387346537071848,6.393168358624034,6.432266927282654,6.423781308412431,6.4115468415188746,6.415630663858225,6.427150202653499,6.41894349688293,6.4217408653476555,6.434612019619791,6.447501504989782,6.443824189189374,6.436733127307761,6.4764327465331135,6.475656125920982,6.520069750964838,6.5180060414378165,6.529598936618754,6.563354571986463,6.5679837538680195,6.624318899935056,6.643822759930726,6.633649752140063,6.660897986920069,6.690797809080074,6.707305337178263,6.717194204196089,6.746517611736775,6.731443525703871,6.784413289357175,6.835243337583371,6.867637675100046,6.778594040037767,6.8438887453333335,6.905320993,6.859641986
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,P53779,MAPK10,JNK3,28.61909636089866,6.149528774267502,6.308625405382006,6.240531138820869,6.3253417615972864,6.321777307752333,6.307926399518006,6.301037222912007,6.3152903712361805,6.342140116580135,6.372473612047865,6.392994758351463,6.3886604083313046,6.416939122322826,6.422716692880897,6.421647490134253,6.438270118821997,6.407416067979348,6.441259880978774,6.440000881589049,6.4757751788660824,6.4664331388317215,6.463721737382073,6.456514866241597,6.447228305116317,6.433172563913431,6.438943821258702,6.4660720220460615,6.490835984432449,6.492129263809747,6.52450701858927,6.558168777190346,6.557000676153544,6.6024949940656175,6.612114370931447,6.628798810033103,6.6751647272571635,6.68691112891935,6.693044865227554,6.728082456242725,6.741076016045777,6.779269078818529,6.816665710636739,6.8331537752400795,6.736187152764087,6.7322436116484115,6.737257563104462,6.774114313913316,6.791042782898868,6.812783789478642,6.818124918569268,6.900477951,7.0682164515,7.144432903
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,Q15418,RPS6KA1,RSK1(Kin.Dom.2-C-terminal),28.39518016233909,5.738829016633416,5.879080250328362,5.8037710003348,5.879846420341496,5.89780246973622,5.8820044696890585,5.873639320107975,5.886889979240757,5.914967966158899,5.918783843594329,5.930864833863836,5.955944514628756,5.986063899766292,5.97772247976045,5.992145517703025,5.989564020800473,5.990277805146432,5.997663152511611,6.013482991929423,6.039013496878247,6.027278492238193,6.035798441316438,6.0363207590920975,6.020101574395167,6.005704014201898,6.0064792012990305,6.008781864310105,6.010137528322033,6.037429605454914,6.044697455219222,6.071039666719413,6.110969728843023,6.127679715930785,6.154266332479636,6.147881278925932,6.181736461088484,6.156231373211336,6.193358701089535,6.17003992116217,6.174910423102325,6.161057121033273,6.166223266202713,6.143257417675686,6.121978159443255,6.072234783245755,6.119754131151475,6.127940234220131,6.088443439923487,6.100432027908184,6.130493362212612,6.1390652926666665,6.2203655015,6.338731003
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,Q15759,MAPK11,p38-beta,28.81279119751007,6.367159569881016,6.5184024018720725,6.271901978379368,6.357340017946956,6.385040834639751,6.354975130819746,6.357269761262719,6.386436003898865,6.42561485867166,6.451268210664198,6.489679820318785,6.495332284377687,6.5323716005281005,6.555222700541303,6.558940556965439,6.550375874254003,6.549567157341949,6.569479067268114,6.591239683092125,6.6240089211135835,6.61008828235945,6.603085699735155,6.571485445635878,6.574883510490408,6.564675428093525,6.583066700150942,6.60021220756394,6.596111830931784,6.634601824169056,6.656705743078842,6.691582736268146,6.691370110643971,6.744674401627018,6.786764516153965,6.812396401951542,6.856653768726627,6.847225780828194,6.866681796329296,6.8637044694179155,6.884102798590623,6.858267521559133,6.795502823689061,6.796142534933521,6.785829288426873,6.784146934520288,6.797601551335324,6.785426869559513,6.796427181152765,6.816119117383318,6.782316143700156,6.816135887,6.743238180500001,6.967476361
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,Q16539,MAPK14,p38-alpha,28.94577137424892,6.517568904463241,6.725806324276222,6.553687095340463,6.627039704293408,6.6255507186667435,6.636412790388967,6.643797317844052,6.679193259536314,6.703353754107617,6.7262906372009725,6.750694512741236,6.763434272341177,6.7551760634923825,6.783489415079692,6.804603928286864,6.793677039557571,6.807160673059127,6.843719052866325,6.888145018572697,6.919788284436981,6.900007071844163,6.8939725846720386,6.84346043070646,6.858857625063342,6.83946365385863,6.866734871487806,6.896957348209576,6.888622415448406,6.910929016066342,6.933786132896021,6.9689873396698365,7.01452925056392,7.06458397678125,7.114096445351897,7.156005431265155,7.226755733002108,7.183733364237526,7.220039315126339,7.247781536134762,7.279588432358674,7.2317516848478025,7.164817538835119,7.190981951456494,7.226986813302143,7.243559388855089,7.277826224961975,7.2427658715096115,7.25706358342788,7.295835870113456,7.252574872488182,7.326720056,7.4019869465,7.398973893
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,Q6P2M8,PNCK,CAMK1B,28.711504406045783,6.168571668582685,6.310871610484106,5.999591053826931,6.07958287490347,6.079166198881092,6.035167873545281,6.030866907024968,6.051502600655946,6.071772198395445,6.096313882131705,6.131738319722586,6.1481330881052205,6.169211495147522,6.15220989252621,6.1249087179756,6.127624513185484,6.083743040568876,6.101488413918012,6.121039277323307,6.151353186552657,6.127150069478495,6.103222898962303,6.082627734647981,6.073830309136247,6.064760985658187,6.049002294663976,6.060318035207086,6.0641524596381275,6.0932312580236525,6.101920817925796,6.118133145973926,6.16323178897274,6.208953778923823,6.208272018952951,6.202201599845211,6.246508394281057,6.212537399885825,6.213423541986932,6.213164444786061,6.168998262699351,6.171145144445456,6.18567159581591,6.166579495435538,6.095980778279092,6.06953997938542,6.043430164308598,6.010396982492802,5.965814929574935,5.903347135489922,5.945940342085443,5.861206453156397,5.800200843,6.311401686
CC1=CC=CC(C2=C(N(C=CN=C3)C3=N2)C4=CC=NC(NC5CCCCC5)=N4)=C1,WVTJDZKJXWDTPS-UHFFFAOYSA-N,AKI00000063a,Q8NI60,CABC1,ADCK3,28.33708965306667,5.713413758559438,5.869397664612179,5.812570069800652,5.86226342835538,5.853330028934061,5.833805710724354,5.823296008824872,5.84003526119063,5.867072061825615,5.882951865276198,5.90397858310802,5.8857970059267,5.914561149000269,5.909997695225276,5.93171798741054,5.9218736633950275,5.916249448892191,5.937806739139195,5.9246994295062025,5.95341849368562,5.945304152585185,5.948428087128185,5.9147034231749736,5.908429217280807,5.886441835462903,5.8950282978264985,5.896083827375628,5.896153793813152,5.923049305565678,5.9136648815599795,5.926551499900527,5.952300495350551,5.988278614176767,6.0200355232950296,6.005604367889505,6.0296531661055885,5.997968210111799,6.004747597045226,5.987860550181574,6.015650917051686,5.994401218363355,5.981636816976968,5.960851118520329,5.965496230372361,5.930504897197169,5.9198892593468155,5.9212969697354945,5.8973819646914105,5.868836657629692,5.884318786726498,5.8160705403333335,6.060846798,6.214693596
